NANDURBAR,21.5141622,74.5405513,65,LE
NASHIK,20.0112475,73.7902364,105,LE
PUNE,18.5213738,73.8545071,77,LE
SANGLI,17.1726928,74.5867654,9,N
SATARA,17.6361288,74.2982781,5,N
SHOLAPUR,27.2150778,67.9034288,-67,LD
BEED,18.9918442,75.909784,-75,LD
DHARASHIV,18.169844,76.1179632,-28,D
HINGOLI,19.5431163,77.1739432,-60,LD
JALNA,19.918833,75.8708599,-64,LD
LATUR,18.3553347,76.7548997,-40,D
NANDED,19.0940088,77.4831922,-24,D
PARBHANI,19.2901981,76.6026443,-50,D
AKOLA,20.7618122,77.1921157,0,N
BHANDARA,21.1225869,79.794509,-40,D
BULDHANA,20.562845,76.4086986,33,E
CHANDRAPUR,20.0967555,79.5045475,-8,N
GADCHIROLI,19.7590704,80.1622807,-1,N
GONDIA,21.455228,80.1962729,-31,D
NAGPUR,21.1498134,79.0820556,-44,D
WARDHA,20.8256231,78.6131455,-21,D
WASHIM,20.2874178,77.2369655,5,N
BALOD,20.7277192,81.1446948,-26,D
BALODA BAZAR,21.5731848,82.2994821,-5,N
BALRAMPUR,27.4476988,82.3956245,112,LE
BASTAR,19.1191282,81.8291865,-18,N
BEMETARA,21.6783867,81.4412578,-62,LD
BIJAPUR,18.7935679,80.815939,18,N
BILASPUR,22.1638486,82.1365923,-43,D
DANTEWADA,18.8640648,81.3833947,0,N
DHAMTARI,20.5326259,81.7155987,-38,D
DURG,21.1982964,81.4007922,-44,D
GARIABAND,20.4292146,82.2525584,-25,D
GAURELA-PENDRA-MARWAHI,22.8313185,81.958966,-28,D
JANJGIR-CHAMPA,21.986403,82.5536606,1,N
JASHPUR,22.770251,83.9708013,8,N
KABIRDHAM,22.1150085,81.2446944,-46,D
KANKER,20.2692747,81.4932111,-33,D
KHAIRAGARH-CHHUIKHADAN-GANDAI,21.528849,80.9484326,-25,D
KONDAGAON,19.5885769,81.6628742,-40,D
KORBA,22.5198217,82.6350029,-22,D
KOREA,36.638392,127.6961188,21,E
MAHASAMUND,21.1922846,82.4890263,-31,D
MOHALA-MANPUR-CHOWKI,20.5788164,80.7466269,-25,D
MUNGELI,22.0661098,81.6874282,-31,D
